CustomerID,Gender,Age,SeniorCitizen,MaritalStatus,Dependents,Tenure,ContractType,InternetService,PhoneService,StreamingTV,StreamingMovies,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,MonthlyCharges,TotalCharges,PaymentMethod,PaperlessBilling,NumberOfComplaints,CustomerSatisfactionScore,SupportTickets,LastInteractionDate,ReferralStatus,CustomerLifetimeValue,Churn,MonthlyCharges_Outlier,Tenure_Outlier,CustomerLifetimeValue_Outlier
CUST-104136,Male,28,0,Married,Yes,28,Two Year,DSL,Yes,No,No,Yes,No,Yes,No,75.35,2037.7,Credit Card (Auto),Yes,0,4,1,2025-08-15,No,4074.64,No,0,0,0
CUST-104137,Female,29,0,Single,No,72,Month-to-Month,Fiber Optic,Yes,Yes,No,No,No,No,No,94.08,6703.74,Electronic Check,No,0,3,1,2026-06-01,No,9181.27,No,0,0,0
CUST-104138,Female,27,0,Single,No,72,Two Year,DSL,Yes,No,Yes,Yes,No,No,No,73.84,5079.26,Credit Card (Auto),Yes,0,3,1,2025-07-12,No,6848.45,No,0,0,0
CUST-104139,Female,58,0,Married,No,72,Two Year,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,107.67,7651.91,Bank Transfer (Auto),Yes,0,3,7,2025-08-09,No,9867.48,Yes,0,0,0
CUST-104140,Male,37,0,Married,Yes,21,Month-to-Month,Fiber Optic,Yes,No,No,No,Yes,No,No,91.47,1834.03,Mailed Check,No,0,3,1,2025-12-06,No,3527.34,Yes,0,0,0
CUST-104141,Female,32,0,Single,No,35,Two Year,DSL,Yes,No,Yes,Yes,Yes,No,Yes,87.24,2876.01,Bank Transfer (Auto),Yes,0,4,0,2026-01-08,No,4984.41,No,0,0,0
CUST-104142,Male,60,0,Widowed,No,72,One Year,Fiber Optic,Yes,No,Yes,No,No,No,Yes,102.86,7110.86,Bank Transfer (Auto),No,1,3,5,2026-02-12,No,8115.6,No,0,0,0
CUST-104143,Male,49,0,Single,No,32,Two Year,Fiber Optic,Yes,No,Yes,No,No,No,No,91.04,2854.88,Credit Card (Auto),No,0,4,2,2025-07-04,No,5300.14,No,0,0,0
CUST-104144,Male,28,0,Divorced,No,20,Month-to-Month,Fiber Optic,Yes,Yes,No,No,No,No,No,92.79,1861.05,Mailed Check,Yes,0,4,0,2026-03-17,No,2116.96,Yes,0,0,0
CUST-104145,Male,23,0,Single,No,24,One Year,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,105.17,2453.67,Credit Card (Auto),No,1,3,2,2025-08-25,No,3613.89,No,0,0,0
CUST-104146,Male,57,0,Single,No,32,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.26,781.64,Bank Transfer (Auto),No,2,2,2,2025-10-05,No,1009.56,No,0,0,0
CUST-104147,Female,41,0,Widowed,No,6,One Year,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,109.7,650.96,Electronic Check,Yes,0,4,4,2026-02-16,No,4045.51,Yes,0,0,0
CUST-104148,Male,19,0,Married,No,0,Month-to-Month,Fiber Optic,Yes,No,No,No,Yes,No,No,89.8,0.0,Bank Transfer (Auto),No,2,2,2,2025-07-29,No,2017.0,Yes,0,0,0
CUST-104149,Male,18,0,Married,No,52,One Year,DSL,Yes,Yes,Yes,No,No,No,Yes,89.53,4741.94,Bank Transfer (Auto),Yes,1,4,1,2025-06-13,No,7254.67,Yes,0,0,0
CUST-104150,Male,25,0,Married,Yes,45,Two Year,Fiber Optic,No,No,No,No,No,No,No,80.2,3474.38,Mailed Check,No,1,3,1,2026-03-07,No,5331.82,No,0,0,0
CUST-104151,Female,23,0,Married,Yes,4,Month-to-Month,DSL,Yes,No,No,No,No,No,Yes,72.22,286.42,Electronic Check,Yes,0,3,0,2025-10-15,No,2020.66,Yes,0,0,0
CUST-104152,Male,18,0,Married,Yes,18,Month-to-Month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,94.73,1738.88,Electronic Check,Yes,1,2,2,2026-06-21,No,1706.7,Yes,0,0,0
CUST-104153,Male,25,0,Single,No,45,Month-to-Month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,108.71,4857.23,Credit Card (Auto),Yes,0,5,4,2026-03-20,No,6273.25,No,0,0,0
CUST-104154,Female,28,0,Married,Yes,55,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.53,1327.21,Credit Card (Auto),Yes,0,4,2,2026-02-03,Yes,2064.29,No,0,0,0
CUST-104155,Male,34,0,Divorced,Yes,36,Two Year,DSL,Yes,No,No,Yes,Yes,No,No,70.18,2507.76,Mailed Check,Yes,0,3,0,2025-08-30,No,5101.18,No,0,0,0
CUST-104156,Female,64,0,Divorced,No,9,One Year,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,18.25,155.99,Credit Card (Auto),Yes,0,3,0,2025-08-20,No,350.79,Yes,0,0,0
CUST-104157,Male,37,0,Married,Yes,25,One Year,DSL,Yes,Yes,Yes,Yes,No,Yes,No,88.67,2232.02,Credit Card (Auto),No,0,4,3,2026-04-13,Yes,3938.66,No,0,0,0
CUST-104158,Male,38,0,Married,Yes,31,Two Year,Fiber Optic,Yes,Yes,No,No,No,No,No,92.52,2825.02,Bank Transfer (Auto),Yes,0,4,3,2026-03-17,No,4770.27,No,0,0,0
CUST-104159,Male,48,0,Married,Yes,29,One Year,DSL,Yes,No,No,Yes,Yes,Yes,Yes,85.06,2488.71,Credit Card (Auto),Yes,0,4,1,2026-02-10,No,4099.79,No,0,0,0
CUST-104160,Female,37,0,Married,No,21,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,32.53,681.67,Bank Transfer (Auto),No,0,4,0,2025-12-06,No,1199.22,No,0,0,0
CUST-104161,Male,46,0,Divorced,No,17,Month-to-Month,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,110.72,1808.64,Bank Transfer (Auto),No,0,3,0,2025-06-16,No,4085.75,No,0,0,0
CUST-104162,Female,44,0,Married,Yes,2,Month-to-Month,DSL,Yes,Yes,No,No,Yes,No,No,73.99,148.34,Mailed Check,Yes,0,3,5,2025-11-01,No,2144.66,Yes,0,0,0
CUST-104163,Male,42,0,Married,Yes,64,Two Year,DSL,Yes,Yes,Yes,No,Yes,No,No,81.6,5162.91,Electronic Check,Yes,0,4,0,2025-07-16,Yes,7084.01,No,0,0,0
CUST-104164,Female,79,1,Married,Yes,68,Two Year,Fiber Optic,Yes,No,Yes,No,No,No,Yes,99.45,6693.45,Electronic Check,No,0,4,5,2025-07-31,Yes,9880.58,No,0,0,0
CUST-104165,Male,53,0,Single,No,26,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,26.84,704.03,Bank Transfer (Auto),Yes,0,3,0,2026-06-25,No,861.85,No,0,0,0
CUST-104166,Male,25,0,Divorced,Yes,5,Month-to-Month,Fiber Optic,Yes,No,No,No,Yes,No,No,87.67,426.89,Mailed Check,Yes,1,3,1,2026-05-01,No,527.43,Yes,0,0,0
CUST-104167,Male,46,0,Divorced,No,43,One Year,Fiber Optic,Yes,No,Yes,No,No,No,No,94.19,4102.53,Mailed Check,Yes,0,4,1,2025-06-08,No,5057.36,No,0,0,0
CUST-104168,Female,29,0,Single,No,12,One Year,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,26.38,309.44,Electronic Check,No,0,4,0,2026-01-08,Yes,739.52,No,0,0,0
CUST-104169,Male,47,0,Single,No,17,One Year,Fiber Optic,Yes,No,No,No,No,No,No,90.31,1452.66,Bank Transfer (Auto),Yes,1,3,3,2025-09-15,No,4407.2,Yes,0,0,0
CUST-104170,Female,21,0,Married,Yes,72,Month-to-Month,DSL,Yes,No,No,Yes,No,Yes,No,67.29,4801.81,Credit Card (Auto),No,1,3,2,2026-02-26,No,6662.32,No,0,0,0
CUST-104171,Female,25,0,Single,No,27,One Year,DSL,Yes,No,No,No,Yes,No,No,67.6,1740.27,Electronic Check,Yes,0,4,0,2025-11-24,No,4314.27,Yes,0,0,0
CUST-104172,Female,45,0,Widowed,No,31,One Year,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,104.22,3188.56,Electronic Check,No,1,3,2,2025-07-18,No,5020.27,Yes,0,0,0
CUST-104173,Male,54,0,Single,No,10,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,28.87,277.59,Mailed Check,Yes,0,4,2,2026-05-29,No,611.66,No,0,0,0
CUST-104174,Female,48,0,Single,Yes,72,One Year,Fiber Optic,Yes,No,No,Yes,No,Yes,No,97.47,6911.61,Mailed Check,Yes,1,3,4,2025-10-30,Yes,7754.38,Yes,0,0,0
CUST-104175,Female,52,0,Single,No,53,Month-to-Month,DSL,Yes,No,No,No,No,No,No,66.98,3607.66,Bank Transfer (Auto),No,1,3,1,2025-09-06,Yes,5096.32,No,0,0,0
CUST-104176,Female,46,0,Married,No,55,Two Year,Fiber Optic,Yes,No,No,Yes,No,No,No,90.7,5072.53,Electronic Check,Yes,1,3,1,2026-05-27,No,6861.06,No,0,0,0
CUST-104177,Female,43,0,Married,No,35,Two Year,DSL,Yes,Yes,No,No,No,Yes,No,75.4,2540.7,Bank Transfer (Auto),No,1,4,2,2026-02-26,No,4425.64,No,0,0,0
CUST-104178,Female,33,0,Divorced,No,24,One Year,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,28.65,658.4,Credit Card (Auto),Yes,1,3,1,2025-07-18,No,1414.03,No,0,0,0
CUST-104179,Female,52,0,Widowed,No,11,Month-to-Month,DSL,Yes,No,No,Yes,No,No,No,60.97,656.37,Credit Card (Auto),Yes,1,3,1,2025-10-22,No,2806.09,No,0,0,0
CUST-104180,Female,55,0,Married,No,56,Two Year,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,27.51,1485.05,Mailed Check,Yes,0,4,1,2025-12-04,No,1507.83,No,0,0,0
CUST-104181,Male,40,0,Single,No,40,Month-to-Month,Fiber Optic,Yes,Yes,No,No,No,No,No,95.96,3811.56,Electronic Check,Yes,0,3,2,2026-03-02,Yes,5875.89,Yes,0,0,0
CUST-104182,Female,39,0,Single,No,6,Month-to-Month,Fiber Optic,Yes,No,No,No,Yes,No,No,90.72,524.39,Bank Transfer (Auto),No,1,3,2,2025-12-29,No,1633.0,Yes,0,0,0
CUST-104183,Male,63,0,Divorced,No,15,Month-to-Month,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,104.3,1520.48,Electronic Check,No,0,3,1,2026-03-29,No,4262.25,Yes,0,0,0
CUST-104184,Female,40,0,Single,No,6,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,28.47,163.72,Bank Transfer (Auto),No,0,4,2,2026-02-18,Yes,845.57,No,0,0,0
CUST-104185,Female,42,0,Divorced,Yes,72,Two Year,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,116.16,8291.04,Mailed Check,No,1,4,1,2026-02-06,Yes,10285.37,No,0,0,1
CUST-104186,Male,47,0,Divorced,No,36,Month-to-Month,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,112.5,3921.85,Bank Transfer (Auto),Yes,2,2,6,2025-07-10,No,6746.04,No,0,0,0
CUST-104187,Male,39,0,Married,No,72,Two Year,DSL,Yes,No,No,No,No,No,Yes,70.14,4779.54,Mailed Check,No,0,5,3,2026-02-24,No,6580.42,No,0,0,0
CUST-104188,Male,29,0,Married,Yes,35,One Year,DSL,Yes,No,Yes,No,No,No,No,72.77,2595.61,Electronic Check,Yes,0,3,0,2026-02-11,No,4312.92,No,0,0,0
CUST-104189,Male,46,0,Widowed,No,10,One Year,Fiber Optic,Yes,No,No,No,No,No,Yes,91.78,862.84,Credit Card (Auto),Yes,0,3,0,2026-03-14,No,1251.22,Yes,0,0,0
CUST-104190,Male,40,0,Married,Yes,7,Month-to-Month,Fiber Optic,No,No,No,Yes,Yes,No,No,87.93,604.86,Credit Card (Auto),Yes,1,3,4,2025-08-10,No,3100.97,Yes,0,0,0
CUST-104191,Female,66,1,Married,Yes,10,Month-to-Month,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,113.19,1084.58,Bank Transfer (Auto),Yes,0,2,6,2026-05-19,No,1265.36,Yes,0,0,0
CUST-104192,Female,52,0,Married,Yes,33,Two Year,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,34.27,1114.68,Electronic Check,Yes,1,2,1,2025-10-24,Yes,1935.01,No,0,0,0
CUST-104193,Female,32,0,Married,No,21,Month-to-Month,DSL,Yes,No,No,No,No,No,No,65.95,1382.74,Credit Card (Auto),Yes,0,3,1,2026-04-19,No,2858.01,Yes,0,0,0
CUST-104194,Male,51,0,Married,No,25,Month-to-Month,DSL,Yes,No,No,No,Yes,No,No,65.95,1555.51,Electronic Check,Yes,0,4,2,2026-06-18,Yes,2617.06,No,0,0,0
CUST-104195,Female,45,0,Widowed,Yes,72,One Year,Fiber Optic,Yes,No,No,Yes,No,No,No,87.3,6196.11,Mailed Check,Yes,0,4,4,2026-02-04,No,8575.0,No,0,0,0
CUST-104196,Male,59,0,Married,Yes,35,One Year,DSL,Yes,Yes,No,No,Yes,No,No,78.16,2682.62,Credit Card (Auto),No,0,4,1,2025-09-28,No,4955.74,No,0,0,0
CUST-104197,Female,33,0,Married,Yes,21,One Year,DSL,Yes,No,Yes,No,Yes,No,No,80.23,1641.1,Mailed Check,Yes,0,4,1,2025-07-16,No,3514.89,No,0,0,0
CUST-104198,Male,43,0,Single,Yes,2,Month-to-Month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,109.97,217.62,Electronic Check,No,1,3,2,2025-09-15,No,3652.57,Yes,0,0,0
CUST-104199,Male,39,0,Divorced,No,17,Month-to-Month,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,110.33,1911.75,Bank Transfer (Auto),Yes,2,3,2,2026-03-23,No,2736.88,Yes,0,0,0
CUST-104200,Male,41,0,Married,No,15,Month-to-Month,DSL,Yes,No,No,No,No,No,No,61.07,924.85,Credit Card (Auto),Yes,1,4,1,2025-06-19,Yes,1832.84,Yes,0,0,0
CUST-104201,Female,28,0,Married,No,19,One Year,DSL,No,Yes,No,No,Yes,No,No,77.87,1448.76,Mailed Check,No,0,4,0,2026-04-15,Yes,1874.16,No,0,0,0
CUST-104202,Male,49,0,Single,No,61,Two Year,DSL,Yes,No,Yes,No,No,No,Yes,78.57,4722.23,Bank Transfer (Auto),Yes,1,4,1,2026-05-24,No,5801.7,No,0,0,0
CUST-104203,Female,46,0,Divorced,No,21,One Year,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,30.12,627.8,Bank Transfer (Auto),Yes,1,4,1,2025-11-30,No,1117.36,No,0,0,0
CUST-104204,Female,58,0,Married,Yes,10,One Year,Fiber Optic,Yes,No,No,No,No,No,No,81.81,831.16,Electronic Check,Yes,3,4,4,2025-09-05,No,3191.23,No,0,0,0
CUST-104205,Female,40,0,Married,No,15,One Year,DSL,Yes,Yes,No,No,No,No,No,70.94,1018.85,Electronic Check,No,0,3,0,2025-10-01,No,2653.63,Yes,0,0,0
CUST-104206,Male,35,0,Single,No,53,One Year,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,113.43,6101.48,Mailed Check,No,0,2,3,2026-06-28,No,8654.72,Yes,0,0,0
CUST-104207,Male,52,0,Single,No,6,Month-to-Month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,106.28,621.57,Electronic Check,No,1,2,1,2025-09-24,No,3045.16,No,0,0,0
CUST-104208,Male,29,0,Single,No,45,Two Year,Fiber Optic,Yes,Yes,No,No,Yes,No,No,102.49,4681.37,Bank Transfer (Auto),Yes,2,3,2,2026-02-02,No,6475.25,Yes,0,0,0
CUST-104209,Male,56,0,Single,Yes,16,One Year,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,105.77,1635.24,Credit Card (Auto),Yes,1,4,3,2026-01-30,No,2386.58,Yes,0,0,0
CUST-104210,Female,56,0,Married,Yes,33,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,27.55,910.44,Electronic Check,Yes,0,3,1,2026-01-25,Yes,1106.69,No,0,0,0
CUST-104211,Male,58,0,Married,No,10,One Year,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.45,197.41,Bank Transfer (Auto),No,0,2,2,2026-06-13,No,534.45,No,0,0,0
CUST-104212,Male,46,0,Married,No,40,Month-to-Month,DSL,Yes,No,No,No,Yes,No,Yes,71.7,2808.07,Electronic Check,No,0,4,2,2025-10-15,Yes,3147.65,No,0,0,0
CUST-104213,Male,34,0,Married,No,14,Month-to-Month,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,101.9,1362.14,Electronic Check,Yes,0,4,0,2026-01-26,No,3872.32,Yes,0,0,0
CUST-104214,Female,42,0,Married,No,72,Two Year,Fiber Optic,Yes,No,No,No,No,No,No,89.02,6318.98,Credit Card (Auto),No,1,3,4,2025-05-31,No,9631.67,No,0,0,0
CUST-104215,Male,46,0,Single,Yes,46,One Year,DSL,Yes,Yes,Yes,No,Yes,No,No,85.9,4014.35,Bank Transfer (Auto),Yes,2,4,2,2025-12-28,No,6609.82,No,0,0,0
CUST-104216,Female,33,0,Divorced,No,15,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,27.2,411.69,Electronic Check,No,0,3,1,2025-06-11,No,813.48,No,0,0,0
CUST-104217,Male,59,0,Married,No,25,One Year,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,18.25,459.0,Electronic Check,Yes,0,3,0,2026-04-21,No,856.27,No,0,0,0
CUST-104218,Female,49,0,Married,Yes,8,Month-to-Month,Fiber Optic,Yes,No,No,No,No,No,Yes,90.94,684.57,Electronic Check,Yes,0,4,7,2026-02-04,No,1223.82,Yes,0,0,0
CUST-104219,Female,28,0,Divorced,No,72,One Year,DSL,Yes,No,No,No,Yes,No,No,70.09,4848.48,Bank Transfer (Auto),Yes,0,4,1,2025-07-14,No,7270.48,No,0,0,0
CUST-104220,Male,67,1,Married,Yes,2,Month-to-Month,DSL,Yes,Yes,No,No,No,No,No,62.84,127.25,Credit Card (Auto),Yes,0,4,1,2025-11-30,Yes,645.57,No,0,0,0
CUST-104221,Male,42,0,Married,Yes,30,One Year,DSL,Yes,Yes,No,No,No,No,No,74.98,2238.29,Electronic Check,Yes,0,4,0,2026-03-26,No,4679.75,Yes,0,0,0
CUST-104222,Male,25,0,Married,Yes,72,Two Year,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,119.69,8545.58,Mailed Check,No,0,3,1,2025-08-10,No,11905.56,No,0,0,1
CUST-104223,Male,29,0,Divorced,No,1,Month-to-Month,DSL,Yes,Yes,Yes,No,No,No,Yes,86.86,87.94,Electronic Check,Yes,0,4,1,2026-01-12,No,1107.5,No,0,0,0
CUST-104224,Male,61,0,Divorced,No,35,One Year,Fiber Optic,No,Yes,No,No,No,No,No,86.96,2962.02,Credit Card (Auto),No,0,4,1,2025-09-11,No,3776.23,No,0,0,0
CUST-104225,Female,66,1,Single,No,17,One Year,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.25,412.59,Credit Card (Auto),Yes,0,4,1,2025-10-16,No,776.75,No,0,0,0
CUST-104226,Female,55,0,Married,No,8,One Year,DSL,Yes,Yes,No,Yes,Yes,No,No,78.21,609.28,Mailed Check,Yes,0,5,0,2025-12-29,No,2816.33,No,0,0,0
CUST-104227,Male,59,0,Divorced,No,59,Two Year,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,18.25,1050.63,Electronic Check,Yes,0,5,0,2025-10-21,No,1493.82,No,0,0,0
CUST-104228,Female,58,0,Divorced,No,27,Month-to-Month,Fiber Optic,No,Yes,Yes,Yes,No,No,No,99.58,2571.84,Credit Card (Auto),No,1,2,3,2025-08-21,No,5792.7,Yes,0,0,0
CUST-104229,Male,48,0,Single,No,8,Month-to-Month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,108.6,877.87,Bank Transfer (Auto),No,0,4,4,2025-06-12,Yes,3142.53,No,0,0,0
CUST-104230,Female,45,0,Married,No,18,One Year,DSL,Yes,No,No,No,No,Yes,No,72.64,1232.14,Electronic Check,Yes,0,3,0,2025-07-23,No,2548.3,No,0,0,0
CUST-104231,Male,48,0,Married,Yes,18,Month-to-Month,DSL,Yes,Yes,Yes,No,No,No,Yes,86.05,1534.86,Credit Card (Auto),Yes,1,3,4,2025-12-18,No,2879.3,Yes,0,0,0
CUST-104232,Female,51,0,Single,No,72,Two Year,Fiber Optic,Yes,No,Yes,No,No,Yes,No,97.99,6756.5,Credit Card (Auto),Yes,1,3,4,2025-12-26,No,9541.36,No,0,0,0
CUST-104233,Female,30,0,Married,Yes,53,Two Year,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,105.0,5285.13,Electronic Check,No,1,4,2,2026-03-02,Yes,9494.37,Yes,0,0,0
CUST-104234,Male,51,0,Married,Yes,38,One Year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,96.99,3601.54,Electronic Check,Yes,0,4,1,2025-06-25,Yes,6784.99,Yes,0,0,0
CUST-104235,Male,61,0,Single,No,28,Month-to-Month,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,99.23,2731.45,Credit Card (Auto),Yes,1,3,1,2026-01-18,No,5390.73,No,0,0,0
CUST-104236,Male,38,0,Single,No,26,Month-to-Month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,96.01,2495.67,Electronic Check,Yes,1,3,2,2026-05-02,No,4457.5,Yes,0,0,0
CUST-104237,Female,36,0,Divorced,No,32,Two Year,Fiber Optic,Yes,No,Yes,No,No,No,Yes,93.43,2816.36,Mailed Check,No,0,4,2,2025-11-14,No,4078.75,No,0,0,0
CUST-104238,Female,47,0,Divorced,No,56,Month-to-Month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,106.43,5788.23,Mailed Check,No,0,3,1,2026-06-15,No,7854.6,No,0,0,0
CUST-104239,Female,31,0,Divorced,Yes,30,One Year,DSL,No,No,Yes,No,No,No,Yes,66.78,1892.67,Electronic Check,Yes,0,4,0,2026-01-13,No,3018.73,No,0,0,0
CUST-104240,Female,22,0,Divorced,No,22,One Year,Fiber Optic,Yes,No,No,Yes,No,No,No,90.15,2021.24,Bank Transfer (Auto),Yes,0,3,1,2025-10-04,No,2245.86,Yes,0,0,0
CUST-104241,Female,57,0,Widowed,No,16,Month-to-Month,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.58,316.17,Electronic Check,No,2,3,2,2026-03-27,No,479.41,Yes,0,0,0
CUST-104242,Male,34,0,Married,Yes,14,One Year,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,23.38,333.18,Credit Card (Auto),No,1,3,2,2026-02-27,No,747.0,No,0,0,0
CUST-104243,Female,41,0,Single,No,62,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.67,1550.6,Electronic Check,No,2,2,2,2026-06-29,Yes,2259.31,No,0,0,0
CUST-104244,Female,32,0,Divorced,No,60,Two Year,DSL,Yes,No,Yes,Yes,No,No,No,82.27,4737.96,Bank Transfer (Auto),Yes,0,4,0,2025-07-05,No,8443.64,No,0,0,0
CUST-104245,Male,58,0,Married,Yes,7,One Year,Fiber Optic,Yes,Yes,No,No,No,Yes,No,103.84,689.55,Credit Card (Auto),Yes,0,3,3,2025-08-29,No,1871.66,Yes,0,0,0
CUST-104246,Female,52,0,Married,No,12,Month-to-Month,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,100.2,1206.3,Bank Transfer (Auto),No,1,2,6,2025-12-07,No,2847.8,No,0,0,0
CUST-104247,Male,37,0,Widowed,No,19,One Year,Fiber Optic,Yes,No,Yes,Yes,No,No,No,107.64,2047.26,Credit Card (Auto),No,0,4,1,2026-02-18,No,4716.75,No,0,0,0
CUST-104248,Male,24,0,Single,No,62,Two Year,DSL,Yes,Yes,No,No,Yes,No,No,75.52,4491.43,Credit Card (Auto),Yes,0,4,1,2026-01-23,No,7027.98,No,0,0,0
CUST-104249,Female,36,0,Divorced,No,72,Month-to-Month,Fiber Optic,No,Yes,No,Yes,No,Yes,No,96.26,7048.71,Electronic Check,No,1,3,2,2026-04-04,No,8416.55,Yes,0,0,0
CUST-104250,Male,48,0,Married,No,14,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,33.82,464.07,Electronic Check,Yes,1,3,1,2025-08-25,No,614.09,No,0,0,0
CUST-104251,Male,43,0,Single,No,40,Month-to-Month,Fiber Optic,No,No,No,Yes,Yes,Yes,No,97.29,3711.74,Mailed Check,No,3,4,3,2025-10-02,No,7210.71,Yes,0,0,0
CUST-104252,Male,42,0,Divorced,No,37,One Year,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,104.62,3681.65,Mailed Check,Yes,0,3,2,2025-12-03,Yes,5391.99,No,0,0,0
CUST-104253,Female,43,0,Married,No,28,Month-to-Month,Fiber Optic,No,No,No,No,No,Yes,No,86.65,2322.73,Credit Card (Auto),No,1,4,5,2025-09-13,No,4303.06,No,0,0,0
CUST-104254,Female,51,0,Married,No,26,One Year,Fiber Optic,No,Yes,Yes,No,No,No,Yes,106.75,2771.46,Mailed Check,Yes,1,3,4,2025-09-07,Yes,4796.07,No,0,0,0
CUST-104255,Male,40,0,Married,No,1,Month-to-Month,DSL,Yes,No,No,No,Yes,No,No,68.34,66.88,Bank Transfer (Auto),Yes,0,4,1,2025-11-28,No,415.78,No,0,0,0
CUST-104256,Male,47,0,Single,No,36,Two Year,DSL,Yes,No,Yes,No,No,No,Yes,75.18,2552.08,Electronic Check,No,0,3,0,2025-07-08,No,4771.31,No,0,0,0
CUST-104257,Male,27,0,Single,No,66,Two Year,Fiber Optic,Yes,No,Yes,No,No,Yes,No,94.75,6063.53,Bank Transfer (Auto),No,0,4,2,2025-07-03,No,7760.76,No,0,0,0
CUST-104258,Female,76,1,Single,No,4,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.83,103.76,Credit Card (Auto),Yes,1,2,1,2026-02-16,Yes,427.34,Yes,0,0,0
CUST-104259,Male,37,0,Single,No,11,One Year,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,28.37,298.12,Mailed Check,No,0,4,0,2025-05-30,Yes,809.51,No,0,0,0
CUST-104260,Female,43,0,Single,Yes,24,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,31.38,741.95,Mailed Check,No,1,2,3,2026-06-20,Yes,1280.1,Yes,0,0,0
CUST-104261,Female,48,0,Married,Yes,5,Month-to-Month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,98.96,470.82,Mailed Check,No,0,3,4,2025-12-28,No,3288.71,Yes,0,0,0
